detid,flow,speed,occ,density,interval,length,pos
E1_right9I9_0,12.0,11.89,0.14,0.28,1200.0,189.6,170.0
E1_right9I9_1,24.0,11.95,0.28,0.56,1200.0,189.6,170.0
E1_top0A11_0,12.0,10.23,0.16,0.32,1200.0,189.6,170.0
E1_top0A11_1,24.0,10.93,0.31,0.62,1200.0,189.6,170.0
E1_top1B11_0,24.0,11.88,0.28,0.56,1200.0,189.6,170.0
E1_top1B11_1,0.0,-1.0,0.0,-0.0,1200.0,189.6,170.0
E1_top3D11_0,12.0,13.05,0.13,0.26,1200.0,189.6,170.0
E1_top3D11_1,72.0,13.1,0.77,1.54,1200.0,189.6,170.0
E1_top4E11_0,48.0,14.07,0.49,0.98,1200.0,189.6,170.0
E1_top4E11_1,12.0,12.03,0.14,0.28,1200.0,189.6,170.0
E1_top5F11_0,12.0,11.46,0.15,0.3,1200.0,189.6,170.0
E1_top5F11_1,12.0,13.99,0.12,0.24,1200.0,189.6,170.0
E1_A0B0_0,12.0,15.39,0.11,0.21999999999999997,1500.0,279.2,259.0
E1_A0B0_1,72.0,12.12,0.85,1.6999999999999997,1500.0,279.2,259.0
E1_A10A11_0,84.0,11.81,1.01,2.02,1500.0,229.2,209.0
E1_A10A11_1,24.0,9.84,0.34,0.68,1500.0,229.2,209.0
E1_A10A9_0,24.0,11.42,0.29,0.58,1500.0,229.2,209.0
E1_A10A9_1,120.0,12.8,1.39,2.78,1500.0,229.2,209.0
E1_A10B10_0,108.0,11.75,1.36,2.72,1500.0,279.2,259.0
E1_A10B10_1,12.0,12.02,0.14,0.28,1500.0,279.2,259.0
E1_A10left10_0,12.0,14.76,0.11,0.21999999999999997,1500.0,189.6,170.0
E1_A10left10_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A11A10_0,60.0,12.9,0.65,1.3,1500.0,229.2,209.0
E1_A11A10_1,108.0,13.34,1.13,2.26,1500.0,229.2,209.0
E1_A11B11_0,144.0,11.02,2.02,4.04,1500.0,279.2,259.0
E1_A11B11_1,12.0,11.73,0.14,0.28,1500.0,279.2,259.0
E1_A11left11_0,12.0,14.61,0.11,0.21999999999999997,1500.0,189.6,170.0
E1_A11left11_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A11top0_0,24.0,13.8,0.25,0.5,1500.0,189.6,170.0
E1_A11top0_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A1A0_0,60.0,12.67,0.66,1.32,1500.0,229.2,209.0
E1_A1A0_1,96.0,13.38,1.0,2.0,1500.0,229.2,209.0
E1_A1A2_0,132.0,12.25,1.6,3.2,1500.0,229.2,209.0
E1_A1A2_1,12.0,14.23,0.12,0.24,1500.0,229.2,209.0
E1_A1B1_0,36.0,12.19,0.41,0.8199999999999998,1500.0,279.2,259.0
E1_A1B1_1,48.0,12.48,0.54,1.08,1500.0,279.2,259.0
E1_A1left1_0,24.0,13.29,0.25,0.5,1500.0,189.6,170.0
E1_A1left1_1,12.0,14.49,0.11,0.21999999999999997,1500.0,189.6,170.0
E1_A2A1_0,48.0,11.09,0.78,1.56,1500.0,229.2,209.0
E1_A2A1_1,84.0,11.02,1.12,2.24,1500.0,229.2,209.0
E1_A2A3_0,108.0,8.72,5.18,10.36,1500.0,229.2,209.0
E1_A2A3_1,48.0,10.32,0.7,1.4,1500.0,229.2,209.0
E1_A2B2_0,72.0,12.64,0.8,1.6,1500.0,279.2,259.0
E1_A2B2_1,108.0,11.75,1.35,2.7,1500.0,279.2,259.0
E1_A2left2_0,12.0,13.6,0.12,0.24,1500.0,189.6,170.0
E1_A2left2_1,12.0,12.58,0.13,0.26,1500.0,189.6,170.0
E1_A3A2_0,60.0,11.86,0.78,1.56,1500.0,229.2,209.0
E1_A3A2_1,60.0,11.47,0.75,1.5,1500.0,229.2,209.0
E1_A3A4_0,180.0,12.16,3.97,7.94,1500.0,229.2,209.0
E1_A3A4_1,36.0,11.86,0.42,0.8399999999999999,1500.0,229.2,209.0
E1_A3B3_0,156.0,11.6,2.01,4.02,1500.0,279.2,259.0
E1_A3B3_1,96.0,11.99,1.19,2.38,1500.0,279.2,259.0
E1_A3left3_0,24.0,12.99,0.26,0.52,1500.0,189.6,170.0
E1_A3left3_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A4A3_0,72.0,11.51,0.94,1.88,1500.0,229.2,209.0
E1_A4A3_1,180.0,10.88,2.56,5.12,1500.0,229.2,209.0
E1_A4B4_0,72.0,12.74,0.79,1.58,1500.0,279.2,259.0
E1_A4B4_1,48.0,13.23,0.51,1.02,1500.0,279.2,259.0
E1_A4left4_0,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A4left4_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A5A4_0,108.0,12.18,1.31,2.62,1500.0,229.2,209.0
E1_A5A4_1,144.0,11.09,1.96,3.92,1500.0,229.2,209.0
E1_A5B5_0,96.0,13.41,1.0,2.0,1500.0,279.2,259.0
E1_A5B5_1,72.0,12.91,0.78,1.56,1500.0,279.2,259.0
E1_A5left5_0,36.0,14.37,0.35,0.7,1500.0,189.6,170.0
E1_A5left5_1,12.0,12.08,0.14,0.28,1500.0,189.6,170.0
E1_A6A5_0,120.0,11.3,1.61,3.22,1500.0,229.2,209.0
E1_A6A5_1,144.0,11.14,1.99,3.9800000000000004,1500.0,229.2,209.0
E1_A6B6_0,48.0,14.02,0.48,0.96,1500.0,279.2,259.0
E1_A6B6_1,24.0,14.06,0.24,0.48,1500.0,279.2,259.0
E1_A6left6_0,48.0,12.37,0.55,1.1,1500.0,189.6,170.0
E1_A6left6_1,24.0,12.02,0.28,0.56,1500.0,189.6,170.0
E1_A7A8_0,228.0,10.0,6.57,13.14,1500.0,229.2,209.0
E1_A7A8_1,108.0,9.7,1.73,3.46,1500.0,229.2,209.0
E1_A7B7_0,108.0,11.37,1.42,2.84,1500.0,279.2,259.0
E1_A7B7_1,24.0,8.75,0.52,1.04,1500.0,279.2,259.0
E1_A7left7_0,24.0,13.49,0.25,0.5,1500.0,189.6,170.0
E1_A7left7_1,12.0,12.77,0.13,0.26,1500.0,189.6,170.0
E1_A8B8_0,192.0,11.89,2.48,4.96,1500.0,279.2,259.0
E1_A8B8_1,36.0,14.13,0.36,0.72,1500.0,279.2,259.0
E1_A8left8_0,12.0,13.11,0.13,0.26,1500.0,189.6,170.0
E1_A8left8_1,60.0,12.23,0.69,1.38,1500.0,189.6,170.0
E1_A9B9_0,84.0,11.44,1.09,2.18,1500.0,279.2,259.0
E1_A9B9_1,48.0,13.23,0.51,1.02,1500.0,279.2,259.0
E1_A9left9_0,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_A9left9_1,36.0,13.07,0.38,0.76,1500.0,189.6,170.0
E1_B0B1_0,144.0,11.24,1.88,3.76,1500.0,229.2,209.0
E1_B0B1_1,36.0,11.77,0.43,0.8599999999999999,1500.0,229.2,209.0
E1_B10A10_0,96.0,12.65,1.06,2.12,1500.0,279.2,259.0
E1_B10A10_1,48.0,11.69,0.64,1.28,1500.0,279.2,259.0
E1_B10B11_0,96.0,11.91,1.2,2.4,1500.0,229.2,209.0
E1_B10B11_1,36.0,11.72,0.43,0.8599999999999999,1500.0,229.2,209.0
E1_B10B9_0,84.0,11.77,1.07,2.14,1500.0,229.2,209.0
E1_B10B9_1,216.0,11.27,2.92,5.84,1500.0,229.2,209.0
E1_B10C10_0,156.0,11.48,2.1,4.2,1500.0,279.2,259.0
E1_B10C10_1,24.0,13.07,0.26,0.52,1500.0,279.2,259.0
E1_B11B10_0,72.0,12.28,0.82,1.6399999999999997,1500.0,229.2,209.0
E1_B11B10_1,60.0,13.29,0.63,1.26,1500.0,229.2,209.0
E1_B11top1_0,12.0,11.34,0.15,0.3,1500.0,189.6,170.0
E1_B11top1_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_B1A1_0,84.0,11.76,1.06,2.12,1500.0,279.2,259.0
E1_B1A1_1,48.0,11.31,0.66,1.32,1500.0,279.2,259.0
E1_B1B0_0,84.0,12.62,0.99,1.98,1500.0,229.2,209.0
E1_B1B0_1,96.0,10.94,1.37,2.74,1500.0,229.2,209.0
E1_B1B2_0,120.0,11.58,1.59,3.18,1500.0,229.2,209.0
E1_B1B2_1,60.0,11.46,0.8,1.6,1500.0,229.2,209.0
E1_B2A2_0,96.0,11.09,1.34,2.68,1500.0,279.2,259.0
E1_B2A2_1,48.0,12.33,0.54,1.08,1500.0,279.2,259.0
E1_B2B1_0,60.0,12.17,0.79,1.58,1500.0,229.2,209.0
E1_B2B1_1,108.0,10.29,1.64,3.2799999999999994,1500.0,229.2,209.0
E1_B2B3_0,204.0,8.48,7.26,14.52,1500.0,229.2,209.0
E1_B2B3_1,132.0,12.02,1.6,3.2,1500.0,229.2,209.0
E1_B2C2_0,96.0,9.68,1.72,3.4399999999999995,1500.0,279.2,259.0
E1_B2C2_1,72.0,8.43,11.56,23.120000000000005,1500.0,279.2,259.0
E1_B3A3_0,84.0,13.08,0.9,1.7999999999999998,1500.0,279.2,259.0
E1_B3A3_1,12.0,13.4,0.12,0.24,1500.0,279.2,259.0
E1_B3B2_0,72.0,11.45,0.95,1.9,1500.0,229.2,209.0
E1_B3B2_1,108.0,8.83,2.97,5.940000000000001,1500.0,229.2,209.0
E1_B3B4_0,120.0,11.53,1.59,3.18,1500.0,229.2,209.0
E1_B3B4_1,72.0,12.16,0.83,1.6599999999999997,1500.0,229.2,209.0
E1_B3C3_0,192.0,10.51,3.98,7.960000000000001,1500.0,279.2,259.0
E1_B3C3_1,180.0,10.22,3.32,6.639999999999999,1500.0,279.2,259.0
E1_B4B3_0,120.0,13.46,1.25,2.5,1500.0,229.2,209.0
E1_B4B3_1,120.0,11.82,1.56,3.12,1500.0,229.2,209.0
E1_B4B5_0,96.0,10.52,1.38,2.76,1500.0,229.2,209.0
E1_B4B5_1,60.0,11.88,0.78,1.56,1500.0,229.2,209.0
E1_B4C4_0,120.0,9.71,7.62,15.24,1500.0,279.2,259.0
E1_B4C4_1,96.0,8.01,3.97,7.94,1500.0,279.2,259.0
E1_B5A5_0,84.0,12.64,1.0,2.0,1500.0,279.2,259.0
E1_B5A5_1,36.0,15.28,0.33,0.66,1500.0,279.2,259.0
E1_B5B4_0,144.0,11.67,7.56,15.120000000000001,1500.0,229.2,209.0
E1_B5B4_1,144.0,11.19,2.0,4.0,1500.0,229.2,209.0
E1_B5B6_0,96.0,12.16,1.18,2.36,1500.0,229.2,209.0
E1_B5B6_1,36.0,12.72,0.4,0.8,1500.0,229.2,209.0
E1_B5C5_0,168.0,9.74,12.84,25.68,1500.0,279.2,259.0
E1_B5C5_1,96.0,11.24,1.34,2.68,1500.0,279.2,259.0
E1_B6A6_0,96.0,12.94,1.04,2.08,1500.0,279.2,259.0
E1_B6A6_1,60.0,12.3,0.68,1.36,1500.0,279.2,259.0
E1_B6B5_0,144.0,13.07,1.66,3.3199999999999994,1500.0,229.2,209.0
E1_B6B5_1,204.0,10.72,5.45,10.9,1500.0,229.2,209.0
E1_B6B7_0,156.0,10.89,2.61,5.220000000000001,1500.0,229.2,209.0
E1_B6B7_1,132.0,11.82,1.59,3.18,1500.0,229.2,209.0
E1_B6C6_0,96.0,11.86,1.19,2.38,1500.0,279.2,259.0
E1_B6C6_1,60.0,12.05,0.7,1.4,1500.0,279.2,259.0
E1_B7A7_0,84.0,11.96,0.98,1.96,1500.0,279.2,259.0
E1_B7A7_1,120.0,10.69,2.16,4.32,1500.0,279.2,259.0
E1_B7B6_0,144.0,11.99,1.83,3.66,1500.0,229.2,209.0
E1_B7B6_1,120.0,11.26,1.65,3.3,1500.0,229.2,209.0
E1_B8B7_0,132.0,11.11,2.15,4.3,1500.0,229.2,209.0
E1_B8B7_1,156.0,9.04,6.86,13.72,1500.0,229.2,209.0
E1_B8B9_0,180.0,10.9,2.95,5.9,1500.0,229.2,209.0
E1_B8B9_1,60.0,10.19,1.22,2.44,1500.0,229.2,209.0
E1_B8C8_0,288.0,10.81,4.1,8.2,1500.0,279.2,259.0
E1_B8C8_1,96.0,12.3,1.17,2.34,1500.0,279.2,259.0
E1_B9A9_0,12.0,13.6,0.12,0.24,1500.0,279.2,259.0
E1_B9A9_1,96.0,9.69,3.78,7.5600000000000005,1500.0,279.2,259.0
E1_B9B10_0,108.0,12.54,1.28,2.56,1500.0,229.2,209.0
E1_B9B10_1,72.0,13.1,0.78,1.56,1500.0,229.2,209.0
E1_B9B8_0,156.0,12.7,1.74,3.4799999999999995,1500.0,229.2,209.0
E1_B9B8_1,216.0,8.85,13.68,27.36,1500.0,229.2,209.0
E1_C0B0_0,132.0,11.47,1.72,3.4399999999999995,1500.0,279.2,259.0
E1_C0B0_1,24.0,12.27,0.27,0.54,1500.0,279.2,259.0
E1_C0C1_0,180.0,9.54,5.44,10.88,1500.0,229.2,209.0
E1_C0C1_1,96.0,10.09,2.36,4.72,1500.0,229.2,209.0
E1_C0D0_0,48.0,12.51,0.54,1.08,1500.0,279.2,259.0
E1_C0D0_1,96.0,12.27,1.12,2.24,1500.0,279.2,259.0
E1_C0bottom2_0,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_C0bottom2_1,24.0,13.52,0.25,0.5,1500.0,189.6,170.0
E1_C10B10_0,132.0,9.47,6.43,12.86,1500.0,279.2,259.0
E1_C10B10_1,108.0,11.35,1.46,2.92,1500.0,279.2,259.0
E1_C10C11_0,48.0,13.21,0.52,1.04,1500.0,229.2,209.0
E1_C10C11_1,24.0,11.9,0.28,0.56,1500.0,229.2,209.0
E1_C10C9_0,156.0,11.4,2.04,4.08,1500.0,229.2,209.0
E1_C10C9_1,156.0,9.55,2.88,5.76,1500.0,229.2,209.0
E1_C10D10_0,204.0,10.75,3.2,6.4,1500.0,279.2,259.0
E1_C10D10_1,36.0,12.71,0.4,0.8,1500.0,279.2,259.0
E1_C11B11_0,60.0,12.01,0.76,1.52,1500.0,279.2,259.0
E1_C11B11_1,108.0,12.81,1.19,2.38,1500.0,279.2,259.0
E1_C11D11_0,120.0,11.85,1.73,3.46,1500.0,279.2,259.0
E1_C11D11_1,60.0,8.36,1.15,2.3,1500.0,279.2,259.0
E1_C11top2_0,24.0,14.28,0.24,0.48,1500.0,189.6,170.0
E1_C11top2_1,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_C1B1_0,120.0,9.2,3.51,7.02,1500.0,279.2,259.0
E1_C1B1_1,108.0,10.18,3.59,7.18,1500.0,279.2,259.0
E1_C1C0_0,60.0,11.66,0.79,1.58,1500.0,229.2,209.0
E1_C1C0_1,84.0,10.64,1.22,2.44,1500.0,229.2,209.0
E1_C1C2_0,252.0,11.36,3.73,7.46,1500.0,229.2,209.0
E1_C1C2_1,156.0,13.06,1.72,3.4399999999999995,1500.0,229.2,209.0
E1_C1D1_0,132.0,11.54,1.75,3.5,1500.0,279.2,259.0
E1_C1D1_1,120.0,10.28,2.88,5.76,1500.0,279.2,259.0
E1_C2B2_0,180.0,10.54,12.23,24.46,1500.0,279.2,259.0
E1_C2B2_1,84.0,9.32,3.44,6.879999999999999,1500.0,279.2,259.0
E1_C2C1_0,132.0,11.16,1.92,3.84,1500.0,229.2,209.0
E1_C2C1_1,168.0,8.35,16.54,33.08,1500.0,229.2,209.0
E1_C2C3_0,312.0,7.95,22.36,44.72,1500.0,229.2,209.0
E1_C2C3_1,276.0,7.87,14.97,29.94,1500.0,229.2,209.0
E1_C2D2_0,108.0,10.67,9.3,18.6,1500.0,279.2,259.0
E1_C2D2_1,108.0,8.5,3.87,7.74,1500.0,279.2,259.0
E1_C3B3_0,96.0,12.7,1.08,2.16,1500.0,279.2,259.0
E1_C3B3_1,36.0,11.87,0.45,0.8999999999999999,1500.0,279.2,259.0
E1_C3D3_0,264.0,11.25,5.8,11.6,1500.0,279.2,259.0
E1_C3D3_1,276.0,8.95,8.26,16.52,1500.0,279.2,259.0
E1_C4B4_0,72.0,12.79,0.79,1.58,1500.0,279.2,259.0
E1_C4B4_1,120.0,13.39,1.26,2.52,1500.0,279.2,259.0
E1_C4C3_0,252.0,10.11,16.91,33.82,1500.0,229.2,209.0
E1_C4C3_1,216.0,7.78,15.09,30.18,1500.0,229.2,209.0
E1_C4D4_0,228.0,10.31,4.4,8.8,1500.0,279.2,259.0
E1_C4D4_1,120.0,10.08,1.99,3.9800000000000004,1500.0,279.2,259.0
E1_C5B5_0,108.0,11.99,1.3,2.6,1500.0,279.2,259.0
E1_C5B5_1,36.0,14.88,0.34,0.68,1500.0,279.2,259.0
E1_C5C4_0,336.0,9.67,18.4,36.8,1500.0,229.2,209.0
E1_C5C4_1,336.0,7.55,30.71,61.42,1500.0,229.2,209.0
E1_C5C6_0,312.0,9.7,13.63,27.259999999999998,1500.0,229.2,209.0
E1_C5C6_1,216.0,6.99,22.36,44.72,1500.0,229.2,209.0
E1_C5D5_0,144.0,10.52,2.08,4.16,1500.0,279.2,259.0
E1_C5D5_1,60.0,12.84,0.65,1.3,1500.0,279.2,259.0
E1_C6C5_0,300.0,9.06,22.42,44.84,1500.0,229.2,209.0
E1_C6C5_1,252.0,7.79,22.6,45.2,1500.0,229.2,209.0
E1_C6C7_0,252.0,9.44,17.81,35.62,1500.0,229.2,209.0
E1_C6C7_1,168.0,10.94,4.72,9.44,1500.0,229.2,209.0
E1_C6D6_0,276.0,10.54,5.02,10.04,1500.0,279.2,259.0
E1_C6D6_1,156.0,9.63,2.69,5.380000000000001,1500.0,279.2,259.0
E1_C7B7_0,216.0,9.6,11.9,23.799999999999997,1500.0,279.2,259.0
E1_C7B7_1,144.0,9.92,2.35,4.7,1500.0,279.2,259.0
E1_C7C6_0,336.0,10.25,10.23,20.46,1500.0,229.2,209.0
E1_C7C6_1,348.0,9.95,25.13,50.26,1500.0,229.2,209.0
E1_C7D7_0,216.0,10.1,5.31,10.619999999999997,1500.0,279.2,259.0
E1_C7D7_1,144.0,11.46,2.24,4.48,1500.0,279.2,259.0
E1_C8B8_0,48.0,12.4,0.54,1.08,1500.0,279.2,259.0
E1_C8B8_1,108.0,10.1,2.05,4.1,1500.0,279.2,259.0
E1_C8C7_0,264.0,9.03,14.27,28.54,1500.0,229.2,209.0
E1_C8C7_1,384.0,8.58,18.25,36.5,1500.0,229.2,209.0
E1_C9B9_0,48.0,12.9,0.52,1.04,1500.0,279.2,259.0
E1_C9B9_1,108.0,10.14,2.74,5.48,1500.0,279.2,259.0
E1_C9C10_0,144.0,10.87,3.55,7.1,1500.0,229.2,209.0
E1_C9C10_1,132.0,11.82,1.71,3.42,1500.0,229.2,209.0
E1_C9C8_0,252.0,11.0,6.11,12.219999999999999,1500.0,229.2,209.0
E1_C9C8_1,168.0,11.61,3.93,7.86,1500.0,229.2,209.0
E1_C9D9_0,144.0,11.07,2.05,4.1,1500.0,279.2,259.0
E1_C9D9_1,60.0,10.16,0.88,1.7599999999999998,1500.0,279.2,259.0
E1_D0C0_0,228.0,10.03,10.47,20.940000000000005,1500.0,279.2,259.0
E1_D0C0_1,24.0,12.0,0.28,0.56,1500.0,279.2,259.0
E1_D0D1_0,108.0,10.87,1.51,3.02,1500.0,229.2,209.0
E1_D0D1_1,84.0,12.11,1.05,2.1,1500.0,229.2,209.0
E1_D0E0_0,72.0,12.01,0.84,1.6799999999999997,1500.0,279.2,259.0
E1_D0E0_1,108.0,11.53,1.46,2.92,1500.0,279.2,259.0
E1_D0bottom3_0,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_D0bottom3_1,36.0,13.73,0.37,0.74,1500.0,189.6,170.0
E1_D10C10_0,108.0,12.2,1.31,2.62,1500.0,279.2,259.0
E1_D10C10_1,192.0,8.98,17.54,35.08,1500.0,279.2,259.0
E1_D10D11_0,108.0,11.58,1.39,2.78,1500.0,229.2,209.0
E1_D10D11_1,72.0,12.41,0.81,1.62,1500.0,229.2,209.0
E1_D10D9_0,132.0,10.82,3.44,6.879999999999999,1500.0,229.2,209.0
E1_D10D9_1,96.0,12.56,1.09,2.18,1500.0,229.2,209.0
E1_D11D10_0,84.0,10.71,1.22,2.44,1500.0,229.2,209.0
E1_D11D10_1,60.0,10.9,0.83,1.6599999999999997,1500.0,229.2,209.0
E1_D11top3_0,24.0,13.39,0.25,0.5,1500.0,189.6,170.0
E1_D11top3_1,24.0,12.5,0.27,0.54,1500.0,189.6,170.0
E1_D1C1_0,192.0,8.38,10.23,20.46,1500.0,279.2,259.0
E1_D1C1_1,120.0,9.41,3.66,7.32,1500.0,279.2,259.0
E1_D1D0_0,96.0,13.1,1.02,2.04,1500.0,229.2,209.0
E1_D1D0_1,108.0,11.07,1.56,3.12,1500.0,229.2,209.0
E1_D1D2_0,144.0,11.82,1.83,3.66,1500.0,229.2,209.0
E1_D1D2_1,84.0,10.61,1.21,2.42,1500.0,229.2,209.0
E1_D1E1_0,180.0,11.95,2.34,4.68,1500.0,279.2,259.0
E1_D1E1_1,168.0,12.08,2.1,4.2,1500.0,279.2,259.0
E1_D2C2_0,288.0,8.21,27.47,54.94,1500.0,279.2,259.0
E1_D2C2_1,204.0,8.38,12.9,25.8,1500.0,279.2,259.0
E1_D2D1_0,180.0,8.71,6.35,12.7,1500.0,229.2,209.0
E1_D2D1_1,168.0,9.24,8.47,16.94,1500.0,229.2,209.0
E1_D2D3_0,240.0,9.26,9.29,18.58,1500.0,229.2,209.0
E1_D2D3_1,132.0,9.21,4.29,8.58,1500.0,229.2,209.0
E1_D3D2_0,144.0,10.47,3.62,7.24,1500.0,229.2,209.0
E1_D3D2_1,228.0,11.79,2.91,5.82,1500.0,229.2,209.0
E1_D3D4_0,276.0,9.35,10.81,21.619999999999997,1500.0,229.2,209.0
E1_D3D4_1,228.0,10.37,5.22,10.440000000000001,1500.0,229.2,209.0
E1_D3E3_0,180.0,8.88,9.17,18.34,1500.0,279.2,259.0
E1_D3E3_1,264.0,9.33,12.97,25.940000000000005,1500.0,279.2,259.0
E1_D4C4_0,72.0,11.33,0.95,1.9,1500.0,279.2,259.0
E1_D4C4_1,144.0,10.59,3.87,7.74,1500.0,279.2,259.0
E1_D4D3_0,156.0,11.44,2.21,4.42,1500.0,229.2,209.0
E1_D4D3_1,192.0,8.7,5.11,10.22,1500.0,229.2,209.0
E1_D4D5_0,312.0,10.1,7.99,15.98,1500.0,229.2,209.0
E1_D4D5_1,216.0,10.8,2.99,5.98,1500.0,229.2,209.0
E1_D4E4_0,156.0,10.2,2.4,4.8,1500.0,279.2,259.0
E1_D4E4_1,192.0,10.55,7.04,14.079999999999998,1500.0,279.2,259.0
E1_D5C5_0,180.0,11.66,2.31,4.62,1500.0,279.2,259.0
E1_D5C5_1,180.0,9.51,6.34,12.68,1500.0,279.2,259.0
E1_D5E5_0,180.0,11.3,2.47,4.94,1500.0,279.2,259.0
E1_D5E5_1,168.0,10.87,2.4,4.8,1500.0,279.2,259.0
E1_D6C6_0,216.0,9.98,8.52,17.04,1500.0,279.2,259.0
E1_D6C6_1,108.0,9.68,9.29,18.58,1500.0,279.2,259.0
E1_D6D5_0,228.0,9.53,7.24,14.48,1500.0,229.2,209.0
E1_D6D5_1,216.0,9.57,6.16,12.32,1500.0,229.2,209.0
E1_D6D7_0,240.0,9.88,6.61,13.22,1500.0,229.2,209.0
E1_D6D7_1,240.0,10.74,6.73,13.46,1500.0,229.2,209.0
E1_D6E6_0,252.0,8.95,28.45,56.89999999999999,1500.0,279.2,259.0
E1_D6E6_1,204.0,6.51,15.91,31.82,1500.0,279.2,259.0
E1_D7C7_0,300.0,9.45,17.07,34.14,1500.0,279.2,259.0
E1_D7C7_1,264.0,10.24,16.37,32.74,1500.0,279.2,259.0
E1_D7D6_0,144.0,11.96,2.25,4.5,1500.0,229.2,209.0
E1_D7D6_1,120.0,11.12,2.13,4.26,1500.0,229.2,209.0
E1_D7D8_0,312.0,10.73,6.64,13.279999999999998,1500.0,229.2,209.0
E1_D7D8_1,216.0,10.92,7.96,15.920000000000002,1500.0,229.2,209.0
E1_D7E7_0,156.0,11.02,2.21,4.42,1500.0,279.2,259.0
E1_D7E7_1,144.0,11.66,1.96,3.92,1500.0,279.2,259.0
E1_D8D7_0,180.0,10.85,3.96,7.92,1500.0,229.2,209.0
E1_D8D7_1,156.0,10.22,3.06,6.12,1500.0,229.2,209.0
E1_D8E8_0,240.0,9.41,13.25,26.5,1500.0,279.2,259.0
E1_D8E8_1,120.0,12.31,1.44,2.88,1500.0,279.2,259.0
E1_D9C9_0,180.0,8.02,9.34,18.68,1500.0,279.2,259.0
E1_D9C9_1,144.0,9.41,6.03,12.059999999999999,1500.0,279.2,259.0
E1_E0D0_0,168.0,11.07,2.39,4.78,1500.0,279.2,259.0
E1_E0D0_1,48.0,11.16,0.67,1.34,1500.0,279.2,259.0
E1_E0E1_0,84.0,12.95,0.91,1.8199999999999998,1500.0,229.2,209.0
E1_E0E1_1,72.0,12.66,0.82,1.6399999999999997,1500.0,229.2,209.0
E1_E0F0_0,48.0,12.13,0.55,1.1,1500.0,279.2,259.0
E1_E0F0_1,48.0,10.13,0.73,1.46,1500.0,279.2,259.0
E1_E0bottom4_0,0.0,-1.0,0.0,-0.0,1500.0,189.6,170.0
E1_E0bottom4_1,24.0,13.43,0.25,0.5,1500.0,189.6,170.0
E1_E10D10_0,84.0,8.61,6.24,12.48,1500.0,279.2,259.0
E1_E10D10_1,156.0,9.05,11.96,23.92,1500.0,279.2,259.0
E1_E10E11_0,60.0,13.79,0.61,1.22,1500.0,229.2,209.0
E1_E10E11_1,84.0,11.45,1.09,2.18,1500.0,229.2,209.0
E1_E10E9_0,216.0,11.27,3.86,7.720000000000001,1500.0,229.2,209.0
E1_E10E9_1,108.0,9.28,2.28,4.56,1500.0,229.2,209.0
E1_E10F10_0,156.0,12.09,1.98,3.96,1500.0,279.2,259.0
E1_E10F10_1,96.0,11.63,1.3,2.6,1500.0,279.2,259.0
E1_E11F11_0,180.0,11.22,6.1,12.2,1500.0,279.2,259.0
E1_E11F11_1,48.0,7.81,3.41,6.82,1500.0,279.2,259.0
E1_E11top4_0,12.0,16.15,0.1,0.2,1500.0,189.6,170.0
E1_E11top4_1,48.0,13.96,0.48,0.96,1500.0,189.6,170.0
E1_E1D1_0,132.0,10.43,7.48,14.96,1500.0,279.2,259.0
E1_E1D1_1,108.0,11.93,1.41,2.82,1500.0,279.2,259.0
E1_E1E0_0,84.0,12.37,1.03,2.06,1500.0,229.2,209.0
E1_E1E0_1,24.0,12.01,0.28,0.56,1500.0,229.2,209.0
E1_E1E2_0,156.0,12.64,1.84,3.6799999999999997,1500.0,229.2,209.0
E1_E1E2_1,60.0,10.74,0.89,1.7799999999999998,1500.0,229.2,209.0
E1_E1F1_0,180.0,9.97,4.33,8.66,1500.0,279.2,259.0
E1_E1F1_1,108.0,10.74,5.11,10.22,1500.0,279.2,259.0
E1_E2D2_0,312.0,8.29,30.93,61.86,1500.0,279.2,259.0
E1_E2D2_1,276.0,7.58,27.25,54.5,1500.0,279.2,259.0
E1_E2E1_0,108.0,10.06,4.35,8.7,1500.0,229.2,209.0
E1_E2E1_1,144.0,10.59,2.14,4.28,1500.0,229.2,209.0
E1_E2E3_0,216.0,11.04,3.02,6.04,1500.0,229.2,209.0
E1_E2E3_1,144.0,11.04,1.99,3.9800000000000004,1500.0,229.2,209.0
E1_E2F2_0,120.0,12.64,1.56,3.12,1500.0,279.2,259.0
E1_E2F2_1,60.0,11.14,0.82,1.6399999999999997,1500.0,279.2,259.0
E1_E3D3_0,180.0,11.36,2.56,5.12,1500.0,279.2,259.0
E1_E3D3_1,96.0,12.82,1.05,2.1,1500.0,279.2,259.0
E1_E3E2_0,156.0,10.22,4.85,9.7,1500.0,229.2,209.0
